Name of the material,Power,Scan speed,Hatch space,Layer thickness,Direction of specimen,Size of feedstock,HIP treatment,Heat treatment,Surface finish,Fatigue temperature,Load ratio,Stress concentration factor of specimens,life,Stress amplitude
AlSi10Mg,350.0,1650.0,130.0,50.0,90,43.0,NO HIP,aging,SURF as-built,25,-1.0,1.0,6.682145076373832,1.679155241283354
AlSi10Mg,350.0,1650.0,130.0,50.0,90,43.0,NO HIP,aging,SURF as-built,25,-1.0,1.0,6.683947130751513,1.6104472214421213
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,4.064457989226918,2.3957107090351353
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,4.585460729508501,2.3957107090351353
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,4.70070371714502,2.395501124305626
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,4.786041210242554,2.395501124305626
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,4.867467487859051,2.3553557233947067
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,4.920123326290724,2.355604750958804
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.012837224705172,2.3050502689172228
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.037426497940624,2.355374884431612
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.093421685162235,2.3047920164922275
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.195899652409234,2.3555856000611315
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.338456493604605,2.304813543394108
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.492760389026838,2.2354779446129514
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.534026106056135,2.3050502689172228
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.57287160220048,2.131779009369187
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.61066016308988,2.2354779446129514
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.737987326333431,2.2357808703275603
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.800029359244134,2.132547842465581
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.81888541459401,2.2351748074564584
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,5.888179493918325,2.131746945100879
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,6.02530586526477,2.132547842465581
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,6.190331698170292,2.05595140532915
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,solution annealing,SURF as-built,25,0.0,1.0,6.999130541287371,1.947384701684741
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,4.301029995663981,2.392362752025857
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,4.342422680822207,2.392362752025857
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,4.526339277389844,2.39238034797756
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,4.694605198933568,2.392362752025857
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,4.752048447819439,2.3528575624069963
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,4.881384656770573,2.3514870904497114
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,4.953759691733229,2.352394787974109
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,4.987219229908005,2.3011819721383153
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,5.093421685162235,2.352394787974109
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,5.161368002234975,2.300899687772249
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,5.238046103128795,2.230959555748569
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,5.311753861055754,2.3012253842217087
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,5.392696953259666,2.231214647962601
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,5.426511261364575,2.3012253842217087
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,5.521138083704036,2.230959555748569
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,5.665580991017953,2.2312401489450755
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,5.7923916894982534,2.1256438923573917
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,6.064457989226918,2.1256438923573917
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,6.267171728403014,2.125253486024798
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,6.592176757395867,2.0486359884326486
316L,245.0,960.0,100.0,30.0,90,34.0,NO HIP,NHT;,SURF as-built,25,0.0,1.0,6.997823080745725,1.9380691862233856
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,4.238046103128795,2.844290743254343
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,4.603144372620182,2.779401664324741
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,4.768638101247615,2.7795892770038537
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,4.945960703577569,2.716787705699772
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,5.004321373782642,2.6989786901387993
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,5.041392685158225,2.6987875623381172
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,5.496929648073215,2.602624207493338
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,6.298853076409706,2.5234733215287477
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,6.298853076409706,2.5157811490221587
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,6.301029995663981,2.588820532293213
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,4.283301228703549,2.8464546403162547
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,4.625312450961673,2.7792356316758635
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,4.733197265106569,2.777260032885374
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,4.963315511386111,2.6975518915431826
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,5.089905111439398,2.7102781851402797
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,5.399673721481038,2.671006130536408
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,5.644438589467838,2.633286619828186
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,6.064457989226918,2.6688609576179347
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,6.301029995663981,2.5583485087616196
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,stress relief,SURF machine,25,-1.0,1.0,6.303196057420489,2.5748065148539965
Ti-6Al-4V,350.0,1250.0,100.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.747411807886423,2.4313155065355248
Ti-6Al-4V,350.0,1250.0,100.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.7664128471124,2.4313637641589874
Ti-6Al-4V,350.0,1250.0,100.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.804820678721162,2.431379848841936
Ti-6Al-4V,350.0,1250.0,100.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.850033257689769,2.431379848841936
Ti-6Al-4V,350.0,1250.0,100.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.869231719730976,2.4313959329291883
Ti-6Al-4V,350.0,1250.0,100.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.882524537954881,2.4313959329291883
Ti-6Al-4V,350.0,1250.0,100.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.896526217489555,2.4313959329291883
Ti-6Al-4V,350.0,1250.0,100.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.952792443044092,2.431331593005826
Ti-6Al-4V,350.0,1250.0,100.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.981365509078544,2.431347678880299
Ti-6Al-4V,350.0,1250.0,100.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.991669007379948,2.4313959329291883
Ti-6Al-4V,350.0,1250.0,100.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.045322978786658,2.4313959329291883
Ti-6Al-4V,350.0,1250.0,100.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.181843587944773,2.431379848841936
Ti-6Al-4V,350.0,1250.0,100.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.271841606536499,2.431379848841936
Ti-6Al-4V,350.0,1250.0,100.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.276461804173244,2.4313637641589874
Ti-6Al-4V,350.0,1250.0,100.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.3979400086720375,2.4313637641589874
Ti-6Al-4V,350.0,1250.0,100.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,6.12057393120585,2.431379848841936
Ti-6Al-4V,350.0,1250.0,100.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,6.8555191556678,2.431379848841936
Ti-6Al-4V,350.0,1250.0,100.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,6.998695158311656,2.4313637641589874
Ti-6Al-4V,350.0,1250.0,100.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,7.0,2.431347678880299
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.635483746814912,2.4314763444315575
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.653212513775344,2.4314441816172123
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.949877704036875,2.431492424945561
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.978180516937414,2.431492424945561
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.08278537031645,2.4315567410481447
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.103803720955957,2.431524584187451
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.136720567156407,2.4315888955279954
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.146128035678238,2.4315567410481447
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.230448921378274,2.431492424945561
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.278753600952829,2.431524584187451
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.484299839346786,2.431492424945561
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.553883026643875,2.431492424945561
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.598790506763115,2.4315567410481447
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.7831886910752575,2.4315567410481447
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,6.017033339298781,2.4314763444315575
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,6.498310553789601,2.4314280993167827
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,6.916980047320382,2.4314602633221227
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,6.998259338423699,2.4314120164207895
Ti-6Al-4V,340.0,1250.0,120.0,60.0,0,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,6.999565488225982,2.4314120164207895
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.670245853074124,2.431379848841936
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.786751422145561,2.4312672435492106
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.833147111912785,2.431218975198852
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.852479993636856,2.4311867933179996
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.869231719730976,2.431218975198852
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.891537457672564,2.4311867933179996
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,4.910624404889202,2.431170701483257
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.021189299069938,2.4311867933179996
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.184691430817598,2.431251154695155
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.2455126678141495,2.4311867933179996
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.3979400086720375,2.431379848841936
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.627365856592733,2.4312994194693514
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.6674529528899535,2.4312672435492106
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.7626785637274365,2.4313155065355248
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,5.959041392321094,2.4312672435492106
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,6.357934847000454,2.431379848841936
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,6.645422269349092,2.4313959329291883
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,6.919601023784111,2.431347678880299
Ti-6Al-4V,340.0,1250.0,120.0,60.0,90,31.5,NO HIP,stress relief,SURF polish,25,0.1,1.0,7.0,2.4313637641589874
316L,250.0,1083.0,90.0,20.0,0,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,4.780317312140151,2.416756969168746
316L,250.0,1083.0,90.0,20.0,0,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.161368002234975,2.361066449753942
316L,250.0,1083.0,90.0,20.0,0,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.409933123331294,2.2874209957598315
316L,250.0,1083.0,90.0,20.0,0,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.442479769064448,2.276507758829856
316L,250.0,1083.0,90.0,20.0,0,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.8208579894397,2.230397824904081
316L,250.0,1083.0,90.0,20.0,0,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.937016107464814,2.197170247106001
316L,250.0,1083.0,90.0,20.0,0,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,6.52244423350632,2.144511938703939
316L,250.0,1083.0,90.0,20.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,4.884795363948981,2.3697352153559224
316L,250.0,1083.0,90.0,20.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,4.928395852256714,2.3524912399881646
316L,250.0,1083.0,90.0,20.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.227886704613674,2.2558511787157745
316L,250.0,1083.0,90.0,20.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.4048337166199385,2.2308064284688833
316L,250.0,1083.0,90.0,20.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.498310553789601,2.1718141810511464
316L,250.0,1083.0,90.0,20.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.798650645445269,2.1163088146554165
316L,250.0,1083.0,90.0,20.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.886490725172482,2.084254459111229
316L,250.0,1083.0,90.0,20.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,6.045322978786658,2.051499819132745
316L,250.0,1083.0,90.0,40.0,0,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,4.770852011642144,2.3976793537786056
316L,250.0,1083.0,90.0,40.0,0,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.260071387985075,2.2788221683526877
316L,250.0,1083.0,90.0,40.0,0,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.414973347970818,2.2445492428978944
316L,250.0,1083.0,90.0,40.0,0,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.9273703630390235,2.1580909731855598
316L,250.0,1083.0,90.0,40.0,0,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.973127853599698,2.1089369235882596
316L,250.0,1083.0,90.0,40.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,4.764176132390331,2.325946460220463
316L,250.0,1083.0,90.0,40.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.017033339298781,2.2791876784321476
316L,250.0,1083.0,90.0,40.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.117271295655764,2.244524511570084
316L,250.0,1083.0,90.0,40.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.429752280002408,2.1311693830893237
316L,250.0,1083.0,90.0,40.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.919601023784111,1.9957229219954653
316L,250.0,1083.0,90.0,40.0,90,37.0,NO HIP,NHT;,SURF as-built,25,0.1,1.0,6.143014800254095,1.933588510196653
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,4.53655844257153,2.6807976686485664
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,4.617000341120899,2.6020817055092076
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,4.764176132390331,2.6435612365372223
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,4.928395852256714,2.602201114103372
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,4.999565488225982,2.5055569386638217
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,5.158362492095249,2.5318108976696423
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,5.235528446907549,2.5318108976696423
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,5.531478917042255,2.5055569386638217
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,6.198657086954422,2.4771357309611233
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,6.999565488225982,2.4479328655921804
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,7.004321373782642,2.4776131764294744
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,annealing,SURF machine,25,-1.0,1.0,4.857332496431268,2.6988918242928612
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,annealing,SURF machine,25,-1.0,1.0,4.965201701025912,2.6433835786856865
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,annealing,SURF machine,25,-1.0,1.0,4.999565488225982,2.6433835786856865
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,annealing,SURF machine,25,-1.0,1.0,5.093421685162235,2.602070848554295
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,annealing,SURF machine,25,-1.0,1.0,5.220108088040055,2.601842789782098
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,annealing,SURF machine,25,-1.0,1.0,5.447158031342219,2.5562904368641237
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,annealing,SURF machine,25,-1.0,1.0,5.532754378992498,2.5560370174557363
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,annealing,SURF machine,25,-1.0,1.0,6.727541257028556,2.5318108976696423
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,annealing,SURF machine,25,-1.0,1.0,6.999565488225982,2.532078850732069
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,annealing,SURF machine,25,-1.0,1.0,6.999565488225982,2.556423121371285
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,annealing,SURF machine,25,-1.0,1.0,7.0,2.5052585383709407
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,NO HIP,annealing,SURF machine,25,-1.0,1.0,7.041392685158225,2.5052585383709407
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,4.986323777050766,2.6988918242928612
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,4.996073654485276,2.6227630220624762
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,5.037426497940624,2.643502025328
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,5.079181246047625,2.623342343531543
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,5.3222192947339195,2.6434033220362334
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,5.418301291319746,2.602320489875353
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,5.459392487759231,2.602201114103372
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,6.342422680822207,2.5793490848427925
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,7.0,2.601842789782098
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,7.0,2.579852164016669
Ti-6Al-4V,280.0,1200.0,50.0,50.0,90,36.7,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,7.0,2.5560249461755773
Ti-6Al-4V,60.0,1000.0,60.0,25.0,90,46.0,NO HIP,NHT;,SURF machine,25,-1.0,1.0,2.859738566197147,2.8448746311134925
